name,NE_name,r,x,b,length,Comment,geometry,bus0,bus1,EIC_Code,TSO,CORE-TSO_bus0,CORE-TSO_bus1,v_nom,Maximum Current Imax (A) Period 1,Maximum Current Imax (A) Period 2,Maximum Current Imax (A) Period 3,Maximum Current Imax (A) Period 4,Maximum Current Imax (A) Period 5,Maximum Current Imax (A) Period 6,Maximum Current Imax (A) Fixed,Dynamic line rating (DLR) DLRmin(A),Dynamic line rating (DLR) DLRmax(A),s_nom,tie_line
2441,Y-Plattling (-Plattling - Pleinting - Schwandorf) 465,0.01,0.1,3.1419999999999997e-06,0.115,,"LINESTRING (12.851784078347352 48.763285409713006, 12.8535354 48.7624378)",78441561,920516997,11T0-0000-1060-Z,TENNETGMBH,Plattling,Y-Plattling,400,,,,,,,816.0,,,326.4,False
2442,Y-Plattling (-Pleinting - Schwandorf) 465,0.635,7.0,8.984999999999999e-05,23.217,,"LINESTRING (13.103168324093216 48.66682263363445, 12.8535354 48.7624378)",24976300,920516997,11T0-0000-1059-C,TENNETGMBH,Pleinting,Y-Plattling,400,,,,,,,2204.0,,,881.6,False
2443,Pirach - Pleinting 257,4.769,25.987,0.000328504,86.119,,"LINESTRING (13.103168324093216 48.66682263363445, 12.747462532231182 48.14874534394161)",24976300T,91080806,11TD2L000000201H,TENNETGMBH,Pleinting,Pirach,220,,,,,,,,1360.0,2000.0,440.0,False
2444,Raitersaich - Wuergau 431,2.309,20.282,0.00037401299999999997,81.255,,"LINESTRING (10.84310559580793 49.37870895490465, 11.106891294113014 49.97885035681856)",24705761,24757393,11TD2L0000002067,TENNETGMBH,Raitersaich,Wuergau,400,,,,,,,2748.0,,,1099.2,False
2445,Raitersaich - Trennfeld 211,5.065,26.435,0.0005773400000000001,229.808,,"LINESTRING (10.84310559580793 49.37870895490465, 9.59430167872856 49.79844273337367)",24705761T,24765111,11TD2L0000002075,TENNETGMBH,Raitersaich,Trennfeld,220,,,,,,,1492.0,,,328.24,False
2446,Kriegenbrunn - Redwitz 432,2.158,20.365,0.00036449400000000004,80.82,,"LINESTRING (11.193166069042096 50.16207719806, 10.972903959305093 49.55850742412348)",24757392,28613721,11TD2L0000001370,TENNETGMBH,Redwitz,Kriegenbrunn,400,,,,,,,2206.0,,,882.4,False
2447,Mechlenreuth - Redwitz 469,1.296,14.666,0.00018887899999999998,49.314,,"LINESTRING (11.193166069042096 50.16207719806, 11.81084931092042 50.183709021310136)",24757392,93341407,11T0-0000-0104-B,TENNETGMBH,Redwitz,Mechlenreuth,400,,,,,,,,2204.0,3150.0,1260.0,False
2449,Y-Wuergassen (-Sandershausen/O - Bergshausen) 2,0.001,0.1,7.5e-08,0.025,,"LINESTRING (9.58527841535778 51.33137523872775, 9.387640755119822 51.64073490727586)",456386244,274630377,11T0-0000-1072-P,TENNETGMBH,Sandershausen/O,Wuergassen,400,,,,,,,320.0,,,128.0,False
2450,Y-Plattling (-Schwandorf - Pleinting) 465,2.445,26.98,0.000341177,89.42,,"LINESTRING (12.082217467816522 49.29749516466073, 12.8535354 48.7624378)",28956649,920516997,11T0-0000-1061-W,TENNETGMBH,Schwandorf,Y-Plattling,400,,,,,,,2204.0,,,881.6,False
2451,Ludersheim - Schwandorf 223,4.931,18.545,0.000239829,63.425,,"LINESTRING (12.082217467816522 49.29749516466073, 11.327144234189378 49.3940090686663)",28956649T,954971276,11TD2L000000164Y,TENNETGMBH,Schwandorf,Ludersheim,220,,,,,,,1094.0,,,240.68,False
2452,Pleinting - Schwandorf 226,6.16,45.833,0.000317929,112.554,,"LINESTRING (12.082217467816522 49.29749516466073, 13.103168324093216 48.66682263363445)",28956649T,24976300T,11TD2L000000204B,TENNETGMBH,Schwandorf,Pleinting,220,,,,,,,1102.0,,,242.44,False
2453,Etzenricht - Schwandorf 457,1.18,12.832,0.000164305,42.951,,"LINESTRING (12.082217467816522 49.29749516466073, 12.114380926785518 49.6311058498399)",28956649,29084374,11TD2L0000000706,TENNETGMBH,Schwandorf,Etzenricht,400,,,,,,,2484.0,,,993.6,False
2455,Brunsbuettel - Suederdonn blau,0.193,3.491,6.4403e-05,14.103,,"LINESTRING (9.109710528954771 53.97219445662391, 9.20168360386404 53.89581463975601)",289836713,30622610,11TD2L000000344W,TENNETGMBH,Suederdonn,Brunsbuettel,400,,,,,,,3349.0,,,1339.6,False
2456,Brunsbuettel - Suederdonn gelb,0.196,3.543,6.5345e-05,14.187,,"LINESTRING (9.109710528954771 53.97219445662391, 9.20168360386404 53.89581463975601)",289836713,30622610,11TD2L000000343Y,TENNETGMBH,Suederdonn,Brunsbuettel,400,,,,,,,3349.0,,,1339.6,False
2457,Audorf/S - Schuby/W schwarz,0.552,9.879,0.000196925,41.64,,"LINESTRING (9.434207007778948 54.52202374132917, 9.725994440003705 54.28781293047057)",907539360,35176751,11T0-0000-1475-X,TENNETGMBH,Schuby/W,Audorf/S,400,,,,,,,3349.0,,,1339.6,False
2458,Audorf/S - Schuby/W weiss,0.552,9.879,0.000196925,41.64,,"LINESTRING (9.434207007778948 54.52202374132917, 9.725994440003705 54.28781293047057)",907539360,35176751,11T0-0000-1473-2,TENNETGMBH,Schuby/W,Audorf/S,400,,,,,,,3349.0,,,1339.6,False
2459,Y-Simbach (-Simbach - St. Peter - Altheim) 233/230,0.207,1.58,1.1167999999999999e-05,3.961,,"LINESTRING (13.002766136405308 48.2619991181636, 12.9981969 48.295336)",91086220,1057547856,11T0-0000-0985-A,TENNETGMBH,Simbach,Y-Simbach,220,,,,,,,,1102.0,1200.0,264.0,False
2460,Y-Simbach (-Simbach - St. Peter - Altheim) 234/230,0.2065,1.58,1.116836e-05,3.959,,"LINESTRING (13.002766136405308 48.2619991181636, 12.9981969 48.295336)",91086220,1057547856,11T0-0000-0987-4,TENNETGMBH,Simbach,Y-Simbach,220,,,,,,,,1102.0,1200.0,264.0,False
2461,Siems - Luebeck blau,0.16,1.1,0.0007257079999999999,9.993,,"LINESTRING (10.76083532726635 53.90974536547812, 10.640922161624864 53.91945015570877)",1102237380T,130794504,11TD2L0000002156,TENNETGMBH,Siems,Luebeck,220,,,,,,,950.0,,,209.0,False
2462,Ingolstadt - Sittling 228,1.36,7.311,9.3305e-05,24.388,,"LINESTRING (11.792413892026982 48.83822405035946, 11.507780016006691 48.76113865812943)",24759324,24768051,11TD2L0000001184,TENNETGMBH,Sittling,Ingolstadt,220,,,,,,,1360.0,,,299.2,False
2463,Ingolstadt - Sittling 227,1.36,7.311,9.3305e-05,24.376,,"LINESTRING (11.792413892026982 48.83822405035946, 11.507780016006691 48.76113865812943)",24759324,24768051,11TD2L0000001176,TENNETGMBH,Sittling,Ingolstadt,220,,,,,,,1360.0,,,299.2,False
2464,Y-Kruen (-Silz - Oberbrunn) 250,1.05,12.758,0.000157048,42.197,,"LINESTRING (10.966258459203711 47.2695305048675, 11.2869439 47.4928625)",95812231,578350239,10T1001C--00071V,TENNETGMBH,Silz,Y-Kruen,220,,,,,,,2080.0,,,457.6,False
2465,Y-Kruen (-Silz - Oberbrunn) 251,1.033,12.069,0.00016773,42.192,,"LINESTRING (10.966258459203711 47.2695305048675, 11.2869439 47.4928625)",95812231,578350239,10T1001C--00059L,TENNETGMBH,Silz,Y-Kruen,220,,,,,,,2080.0,,,457.6,False
2466,Sottrum - Dollern gruen,1.34,15.41,0.000201062,52.592,,"LINESTRING (9.25043491144298 53.1149993151395, 9.501790032393483 53.54281468092611)",955268863,24502420,11TD2L0000002180,TENNETGMBH,Sottrum,Dollern,400,,,,,,,,2216.0,3150.0,1260.0,False
2467,Landesbergen - Sottrum 2,2.032,24.247,0.000296252,79.141,,"LINESTRING (9.25043491144298 53.1149993151395, 9.125265746125375 52.53826407510022)",955268863,27739871,11TD2L0000001508,TENNETGMBH,Sottrum,Landesbergen,400,,,,,,,,2216.0,3150.0,1260.0,False
2468,Sottrum - Dollern schwarz,1.34,15.41,0.000201062,52.582,,"LINESTRING (9.25043491144298 53.1149993151395, 9.501790032393483 53.54281468092611)",955268863,24502420,11TD2L000000219Z,TENNETGMBH,Sottrum,Dollern,400,,,,,,,,2216.0,3150.0,1260.0,False
2469,Sottrum - Blockland blau,2.71,14.98,0.000114982,38.713,,"LINESTRING (9.25043491144298 53.1149993151395, 8.820024908006117 53.107388323427934)",955268863T,229565743,11TD2L0000002164,TENNETGMBH,Sottrum,Blockland,220,,,,,,,949.0,,,208.78,False
2470,Wahle - Stadorf 1,2.528,21.765,0.000382269,85.74,,"LINESTRING (10.381544370051303 52.99337410403172, 10.365338662586126 52.28466156568135)",28343121,24262656,11TD2L000000247U,TENNETGMBH,Stadorf,Wahle,400,,,,,,,2494.0,,,997.6,False
2471,Wahle - Stadorf 2,2.528,21.765,0.000382269,85.798,,"LINESTRING (10.381544370051303 52.99337410403172, 10.365338662586126 52.28466156568135)",28343121,24262656,11TD2L000000248S,TENNETGMBH,Stadorf,Wahle,400,,,,,,,2616.0,,,1046.4,False
2472,Dollern - Stade/W weiss,0.19,3.508,6.7491e-05,57.4,,"LINESTRING (9.48980527344708 53.63250357565713, 9.501790032393483 53.54281468092611)",881636329,24502420,11T0-0000-1567-Q,TENNETGMBH,Stade/W,Dollern,400,,,,,,,2598.0,,,1039.2,False
2473,Elsfleth/W - Unterweser rot,0.706,7.979,0.000104593,27.132,,"LINESTRING (8.4747070839544 53.42865120708027, 8.402908531465696 53.236846001980624)",32076853,829116805,11T0-0000-0981-M,TENNETGMBH,Unterweser,Elsfleth/W,400,,,,,,,2216.0,,,886.4,False
2474,Unterweser - Elsfleth/W weiss,0.706,7.98,0.000104612,27.137,,"LINESTRING (8.4747070839544 53.42865120708027, 8.402908531465696 53.236846001980624)",32076853,829116805,11T0-0000-1004-A,TENNETGMBH,Unterweser,Elsfleth/W,400,,,,,,,2216.0,,,886.4,False
2475,Voslapp - Inhausen rot,0.066,0.768,9.682e-06,2.524,,"LINESTRING (8.085650634424244 53.60583422106788, 8.060057023046296 53.62020262000416)",26455019,29420322,11TD2L000000237X,TENNETGMBH,Voslapp,Inhausen,220,,,,,,,1440.0,,,316.8,False
2476,Maade - Voslapp weiss,0.149,1.741,2.1947e-05,5.729,,"LINESTRING (8.085650634424244 53.60583422106788, 8.122640291179902 53.56051735010921)",26455019,23744346,11TD2L000000169O,TENNETGMBH,Voslapp,Maade,220,,,,,,,1440.0,,,316.8,False
2477,Wahle - Hattorf 2,0.987,9.035,0.000162559,36.185,,"LINESTRING (10.365338662586126 52.28466156568135, 10.761248371477716 52.36745365155272)",24262656,24258096,11TD2L0000002431,TENNETGMBH,Wahle,Hattorf,400,,,,,,,,2748.0,3000.0,1200.0,False
2478,Wahle - Braunschweig/N 1,0.842,4.237,3.1733e-05,10.568,,"LINESTRING (10.365338662586126 52.28466156568135, 10.505499193025576 52.30183792010763)",24262656T,24272541,11TD2L000000239T,TENNETGMBH,Wahle,Braunschweig/N,220,,,,,,,,667.0,834.0,183.48,False
2479,Wahle - Braunschweig/N 2,0.842,4.237,3.1733e-05,10.574,,"LINESTRING (10.365338662586126 52.28466156568135, 10.505499193025576 52.30183792010763)",24262656T,24272541,11TD2L0000002407,TENNETGMBH,Wahle,Braunschweig/N,220,,,,,,,,667.0,834.0,183.48,False
2480,Wahle - Hallendorf 3,0.94,4.64,6.236062e-05,15.966610000000001,,"LINESTRING (10.365338662586126 52.28466156568135, 10.369230156474591 52.167092450140544)",24262656T,28227099,11TD2L0000002423,TENNETGMBH,Wahle,Hallendorf,220,,,,,,,,1088.0,1360.0,299.2,False
2481,Wahle - Gleidingen 2,0.36,1.83,2.6358e-05,6.545,,"LINESTRING (10.365338662586126 52.28466156568135, 10.419540694264242 52.23696069492369)",24262656T,30017786,11TD2L0000002415,TENNETGMBH,Wahle,Gleidingen,220,,,,,,,,1178.0,1360.0,299.2,False
2482,Lehrte - Wahle 1,1.601,7.7,0.000178534,62.223,,"LINESTRING (10.365338662586126 52.28466156568135, 9.918175987686066 52.38000537591698)",24262656T,33042984,11TD2L0000001613,TENNETGMBH,Wahle,Lehrte,220,,,,,,,834.0,,,183.48,False
2483,Y-Waldeck (-Waldeck - Borken - Twistetal) 3,0.1,0.83,1.5388e-05,3.364,,"LINESTRING (9.050683427885025 51.16749335484502, 9.0957296 51.1638941)",41072584,503851756,11T0-0000-1016-0,TENNETGMBH,Waldeck,Y-Waldeck,400,,,,,,,2400.0,,,960.0,False
2484,Y-Waldeck (-Waldeck - Borken - Twistetal) 2,0.099,0.857,1.5042e-05,3.38,,"LINESTRING (9.050683427885025 51.16749335484502, 9.0957296 51.1638941)",41072584,503851756,11T0-0000-1466-Y,TENNETGMBH,Waldeck,Y-Waldeck,400,,,,,,,2400.0,,,960.0,False
2485,Redwitz - Wuergau 436,0.499,5.533,9.8046e-05,21.327,,"LINESTRING (11.106891294113014 49.97885035681856, 11.193166069042096 50.16207719806)",24757393,24757392,11TD2L000000255V,TENNETGMBH,Wuergau,Redwitz,400,,,,,,,3154.0,,,1261.6,False
2486,Brokdorf - Wilster/W weiss,0.208,2.399,3.1187e-05,8.195,,"LINESTRING (9.345190861244996 53.9235068766929, 9.344001814589792 53.851777496821136)",525964629,87722999,11TD2L0000000366,TENNETGMBH,Wilster/W,Brokdorf,400,,,,,,,2216.0,,,886.4,False
2487,Buettel - Wilster/W gelb,0.234,2.9,3.9898e-05,9.312,,"LINESTRING (9.345190861244996 53.9235068766929, 9.2349352665197 53.91684530373683)",525964629,136034396,11TD2L0000000439,TENNETGMBH,Wilster/W,Buettel,400,,,,,,,2620.0,,,1048.0,False
2488,Wilster/W - Stade/W gelb,1.42,18.168,0.000259492,62.548,,"LINESTRING (9.345190861244996 53.9235068766929, 9.48980527344708 53.63250357565713)",525964629,881636329,11T0-0000-1569-K,TENNETGMBH,Wilster/W,Stade/W,400,,,,,,,2598.0,,,1039.2,False
2489,Brokdorf - Wilster/W schwarz,0.208,2.399,3.1187e-05,8.194,,"LINESTRING (9.345190861244996 53.9235068766929, 9.344001814589792 53.851777496821136)",525964629,87722999,11TD2L0000000358,TENNETGMBH,Wilster/W,Brokdorf,400,,,,,,,2216.0,,,886.4,False
2490,Buettel - Wilster/W rot,0.234,2.9,3.9898e-05,9.252,,"LINESTRING (9.345190861244996 53.9235068766929, 9.2349352665197 53.91684530373683)",525964629,136034396,11TD2L0000000447,TENNETGMBH,Wilster/W,Buettel,400,,,,,,,2620.0,,,1048.0,False
2491,Dollern - Wilster/W rot,1.474,16.99,0.000219057,57.4,,"LINESTRING (9.345190861244996 53.9235068766929, 9.501790032393483 53.54281468092611)",525964629,24502420,11TD2L000000059V,TENNETGMBH,Wilster/W,Dollern,400,,,,,,,2794.0,,,1117.6,False
2493,Grohnde - Wuergassen 2,1.674,14.412,0.000253118,57.347,,"LINESTRING (9.387640755119822 51.64073490727586, 9.390175306207354 52.02668689098189)",274630377,24413992,11TD2L000000092X,TENNETGMBH,Wuergassen,Grohnde,400,,,,,,,,2620.0,3150.0,1260.0,False
2494,Y-Alfstedt (-Dollern - Farge) blau,0.771,8.88,0.000115454,32.336,,"LINESTRING (9.06881379841264 53.56663513616608, 9.501790032393483 53.54281468092611)",31927411,24502420,11T0-0000-1070-V,TENNETGMBH,Y-Alfstedt,Dollern,400,,,,,,,2216.0,,,886.4,False
2495,Y-Alfstedt (-Elsfleth/W - Dollern) schwarz,1.772,20.001,0.00026183,67.941,,"LINESTRING (9.06881379841264 53.56663513616608, 8.402908531465696 53.236846001980624)",31927411,829116805,11T0-0000-1112-7,TENNETGMBH,Y-Alfstedt,Elsfleth/W,400,,,,,,,2216.0,,,886.4,False
2498,Y-Erzhausen (-Godenau - Hardegsen - Goettingen) 3,1.03,5.18,3.5186e-05,13.314,,"LINESTRING (9.8524163 51.8987653, 9.797336150166096 52.00083922200652)",309902667,30109913,11T0-0000-1034-Z,TENNETGMBH,Y-Erzhausen,Godenau,220,,,,,,,,667.0,834.0,183.48,False
2499,Y-Erzhausen (-Hardegsen - Godenau - Goettingen) 3,2.55,12.8,8.7965e-05,30.351,,"LINESTRING (9.8524163 51.8987653, 9.852928400878271 51.64927355446412)",309902667,952004951,11T0-0000-1239-A,TENNETGMBH,Y-Erzhausen,Hardegsen,220,,,,,,,,667.0,834.0,183.48,False
2500,Y-Erzhausen (-Lehrte - Hardegsen) 2,5.205,25.647,0.00016466999999999998,60.949,,"LINESTRING (9.8524163 51.8987653, 9.918175987686066 52.38000537591698)",309902667,33042984,11T0-0000-1109-R,TENNETGMBH,Y-Erzhausen,Lehrte,220,,,,,,,,667.0,834.0,183.48,False
2501,Y-Frankfurt/SW (-Frankfurt/SW - Karben - Kriftel) 2,0.158,1.326,2.3493e-05,5.637,,"LINESTRING (8.590814 50.1373726, 8.618496094204207 50.09231245692548)",249797355,62061952,11T0-0000-0988-1,TENNETGMBH,Y-Frankfurt/SW,Frankfurt/SW,400,,,,,,,2400.0,,,960.0,False
2502,Y-Frankfurt/SW (-Karben - Kriftel) 2,0.628,5.498,9.793300000000001e-05,21.203,,"LINESTRING (8.590814 50.1373726, 8.80994891769688 50.20356666534427)",249797355,24042358,11T0-0000-0989-Z,TENNETGMBH,Y-Frankfurt/SW,Karben,400,,,,,,,2620.0,,,1048.0,False
2503,Y-Hallendorf (-Gleidingen - Mehrum) 2,0.58,2.81,3.6003e-05,8.427,,"LINESTRING (10.355215 52.175811, 10.419540694264242 52.23696069492369)",301426399,30017786,11T0-0000-1054-R,TENNETGMBH,Y-Hallendorf,Gleidingen,220,,,,,,,1088.0,,,239.36,False
2504,Y-Hallendorf (-Hallendorf - Mehrum - Gleidingen) 2,0.139,0.698,4.741e-06,1.39,,"LINESTRING (10.355215 52.175811, 10.369230156474591 52.167092450140544)",301426399,28227099,11T0-0000-1055-O,TENNETGMBH,Y-Hallendorf,Hallendorf,220,,,,,,,960.0,,,211.2,False
2505,Y-Huntorf (-Blockland - Conneforde) weiss,3.402,18.983,0.000145468,47.427,,"LINESTRING (8.4060232 53.2347758, 8.820024908006117 53.107388323427934)",536779518,229565743,11T0-0000-1123-0,TENNETGMBH,Y-Huntorf,Blockland,220,,,,,,,949.0,,,208.78,False
2506,Y-Huntorf (-Conneforde - Blockland) weiss,1.76,10.165,7.7991e-05,26.344,,"LINESTRING (8.4060232 53.2347758, 8.052012197053129 53.33307136740962)",536779518,1128250707T,11T0-0000-1121-6,TENNETGMBH,Y-Huntorf,Conneforde,220,,,,,,,949.0,,,208.78,False
2507,Y-Huntorf (-Huntorf - Conneforde - Sottrum) weiss,0.367,2.12,1.6335999999999997e-05,5.523,,"LINESTRING (8.4060232 53.2347758, 8.408969723192374 53.19024535445397)",536779518,42872354,11T0-0000-1122-3,TENNETGMBH,Y-Huntorf,Huntorf,220,,,,,,,949.0,,,208.78,False
2508,Y-Huntorf (-Conneforde - Sottrum) gelb,1.803,10.257,7.9796e-05,26.341,,"LINESTRING (8.4060232 53.2347758, 8.052012197053129 53.33307136740962)",536779518,1128250707T,11T0-0000-1118-Q,TENNETGMBH,Y-Huntorf,Conneforde,220,,,,,,,949.0,,,208.78,False
2509,Y-Huntorf (-Huntorf - Conneforde - Sottrum) gelb,0.744,4.3,3.3067999999999996e-05,5.522,,"LINESTRING (8.4060232 53.2347758, 8.408969723192374 53.19024535445397)",536779518,42872354,11T0-0000-1119-N,TENNETGMBH,Y-Huntorf,Huntorf,220,,,,,,,949.0,,,208.78,False
2510,Y-Huntorf (-Sottrum - Conneforde) gelb,4.631,25.778,0.00020012,67.317,,"LINESTRING (8.4060232 53.2347758, 9.25043491144298 53.1149993151395)",536779518,955268863T,11T0-0000-1120-9,TENNETGMBH,Y-Huntorf,Sottrum,220,,,,,,,883.0,,,194.26,False
2511,Y-Niederlangen (-Doerpen/W - Meppen) EOWS,0.338,3.787,4.9069e-05,12.928,,"LINESTRING (7.1915374 52.872393, 7.256613692332295 52.98098768069109)",375714534,142487746,11T0-0000-0990-L,TENNETGMBH,Y-Niederlangen,Doerpen/W,400,,,,,,,2575.0,,,1030.0,False
2512,Y-Niederlangen (-Niederlangen - Doerpen/W - Meppen) EOWS,0.008,0.1,1.21e-06,0.333,,"LINESTRING (7.1915374 52.872393, 7.194564904714257 52.869841065668666)",375714534,797009308,11T0-0000-0991-I,TENNETGMBH,Y-Niederlangen,Niederlangen,400,,,,,,,750.0,,,300.0,False
2513,Y-Rhede (-Diele - Doerpen/W) schwarz,0.347,3.881,5.0299999999999996e-05,13.119,,"LINESTRING (7.254656899999971 53.02667164999976, 7.311363464926869 53.1257663066567)",32042992,177829920,11T0-0000-1018-V,TENNETGMBH,Y-Rhede,Diele,400,,,,,,,2216.0,,,886.4,False
2514,Y-Rhede (-Doerpen/W - Diele) schwarz,0.138,1.543,1.9999e-05,5.218,,"LINESTRING (7.254656899999971 53.02667164999976, 7.256613692332295 52.98098768069109)",32042992,142487746,11T0-0000-1020-E,TENNETGMBH,Y-Rhede,Doerpen/W,400,,,,,,,2216.0,,,886.4,False
2515,Y-Voerden (-Grohnde - Bergshausen) 1,0.84,7.231,0.000127005,28.938,,"LINESTRING (9.2319021 51.8101933, 9.390175306207354 52.02668689098189)",533737514,24413992,11T0-0000-1037-Q,TENNETGMBH,Y-Voerden,Grohnde,400,,,,,,,,2616.0,3150.0,1260.0,False
2516,Y-Voerden (-Voerden - Grohnde - Bergshausen) 1,0.015,0.127,2.199e-06,0.258,,"LINESTRING (9.2319021 51.8101933, 9.228111325885813 51.81245400359651)",533737514,42681484,11T0-0000-1038-N,TENNETGMBH,Y-Voerden,Voerden,400,,,,,,,883.0,,,353.2,False
2517,Y-Waldeck (-Borken - Twistetal) 3,0.514,4.675,8.4176e-05,18.632,,"LINESTRING (9.0957296 51.1638941, 9.259408693957017 51.06062416529207)",503851756,156673636,11T0-0000-1015-3,TENNETGMBH,Y-Waldeck,Borken,400,,,,,,,,2720.0,3154.0,1261.6,False
2518,Y-Waldeck (-Twistetal - Borken) 3,0.6371,5.9284,0.0001041187,23.32891,,"LINESTRING (9.0957296 51.1638941, 8.992792447752922 51.34300940581565)",503851756,41232144,11T0-0000-1017-Y,TENNETGMBH,Y-Waldeck,Twistetal,400,,,,,,,,2720.0,3154.0,1261.6,False
2519,Y-Waldeck (-Borken - Twistetal) 2,0.55,4.735,8.3152e-05,18.639,,"LINESTRING (9.0957296 51.1638941, 9.259408693957017 51.06062416529207)",503851756,156673636,11T0-0000-1465-0,TENNETGMBH,Y-Waldeck,Borken,400,,,,,,,,2620.0,3150.0,1260.0,False
2520,Y-Wechold (-Landesbergen - Sottrum) rot/1,3.346,12.87,0.000168468,42.692,,"LINESTRING (9.14508445171833 52.85279753984998, 9.125265746125375 52.53826407510022)",28812249,27739871T,11T0-0000-1049-G,TENNETGMBH,Y-Wechold,Landesbergen,220,,,,,,,,886.0,1108.0,243.76,False
2521,Y-Wechold (-Sottrum - Landesbergen) rot/1,2.613,10.05,0.000131554,33.806,,"LINESTRING (9.14508445171833 52.85279753984998, 9.25043491144298 53.1149993151395)",28812249,955268863T,11T0-0000-1052-X,TENNETGMBH,Y-Wechold,Sottrum,220,,,,,,,,886.0,949.0,208.78,False
2523,Y-Wechold (-Landesbergen - Sottrum) gelb/2,3.346,12.87,0.000168468,42.612,,"LINESTRING (9.14508445171833 52.85279753984998, 9.125265746125375 52.53826407510022)",28812249,27739871T,11T0-0000-1046-P,TENNETGMBH,Y-Wechold,Landesbergen,220,,,,,,,,886.0,1108.0,243.76,False
2524,Y-Wechold (-Sottrum - Landesbergen) gelb/2,2.613,10.05,0.000131554,33.801,,"LINESTRING (9.14508445171833 52.85279753984998, 9.25043491144298 53.1149993151395)",28812249,955268863T,11T0-0000-1048-J,TENNETGMBH,Y-Wechold,Sottrum,220,,,,,,,,886.0,949.0,208.78,False
2526,Irsching - Zolling 262,1.117,12.212,0.000155647,40.15,,"LINESTRING (11.807606343131418 48.45542753980162, 11.58137197036536 48.764893853875456)",133342285,137602559T,11TD2L000000122D,TENNETGMBH,Zolling,Irsching,220,,,,,,,1600.0,,,352.0,False
2527,Y-Dauersberg (-Asslar - Limburg) WW1,0.515,4.514,7.854e-05,26.164,Internal tie-line with Amprion ,"LINESTRING (8.480095474525806 50.59092925418302, 7.86378483513833 50.76810526070069)",24536211,152403632,11T0-0000-1238-D,TENNETGMBH,Asslar,Dauersberg,400,,,,,,,2612.0,,,1044.8,False
2528,Guetersloh - Bechterdissen SN2,0.346,3.26,5.9847e-05,39.77695260722605,Internal tie-line with Amprion ,"LINESTRING (8.659610012459176 52.00034857382529, 8.364229613135505 51.9271224175413)",24264701,26383042,11T0-0000-0072-V,TENNETGMBH,Bechterdissen,Guetersloh,400,,,,,,,2720.0,,,1088.0,False
2532,Dillenburg - Dauersberg WO2,1.064,9.684,0.000167359,86.27233168718908,Internal tie-line with Amprion ,"LINESTRING (8.284952486337192 50.75923398502241, 7.86378483513833 50.76810526070069)",24536328,152403632,11T-D2-D7-00020D,TENNETGMBH,Dillenburg,Dauersberg,400,,,,,,,2612.0,,,1044.8,False
2533,Hanekenfaehr - Doerpen/W EWBL,1.128,10.92,0.000164934,73.05039586943188,Internal tie-line with Amprion ,"LINESTRING (7.256613692332295 52.98098768069109, 7.308241793856247 52.47679095339899)",142487746,61918154,11T-D2-D7-00002F,TENNETGMBH,Doerpen/W,Hanekenfaehr,400,,,,,,,,2216.0,3399.0,1359.6,False
2534,Hamburg/S - Dollern 982,0.45,3.535,6.520099999999999e-05,57.287000000000006,Internal tie-line with 50Hertz ,"LINESTRING (9.501790032393483 53.54281468092611, 9.908850396108354 53.48804857010373)",24502420,11285720,11T-D2-D8-000051,TENNETGMBH,Dollern,Hamburg/S,400,,,,,,,2580.0,,,1032.0,False
2535,Hamburg/S - Dollern 981,0.45,3.535,6.520099999999999e-05,57.287000000000006,Internal tie-line with 50Hertz,"LINESTRING (9.501790032393483 53.54281468092611, 9.908850396108354 53.48804857010373)",24502420,11285720,11T-D2-D8-00063O,TENNETGMBH,Dollern,Hamburg/S,400,,,,,,,2580.0,,,1032.0,False
2536,Dettingen - Grosskrotzenburg US1,0.061,0.564,9.896000000000001e-06,6.641055322667617,Internal tie-line with Amprion ,"LINESTRING (8.958708591309529 50.08260779176962, 8.989507368655051 50.06027980695414)",42410916,42372159,11T-D2-D7-00030A,TENNETGMBH,Grosskrotzenburg,Dettingen,400,,,,,,,2720.0,,,1088.0,False
2537,Urberach - Grosskrotzenburg UN2,0.321,2.985,5.2417e-05,35.26300037369542,Internal tie-line with Amprion ,"LINESTRING (8.958708591309529 50.08260779176962, 8.772275034667391 49.97457434094864)",42410916,23284340,11T-D2-D7-000318,TENNETGMBH,Grosskrotzenburg,Urberach,400,,,,,,,2720.0,,,1088.0,False
2540,Helmstedt - Wolmirstedt 492,0.755,6.805,0.000105642,48.692,Internal tie-line with 50Hertz,"LINESTRING (10.99933307080216 52.20014201460474, 11.639147591424328 52.26896991806889)",26474759,26472665,11T-D2-D8-000213,TENNETGMBH,Helmstedt,Wolmirstedt,400,,,,,,,3018.0,,,1207.2,False
2541,Helmstedt - Wolmirstedt 491,0.755,6.805,0.000105642,48.699,Internal tie-line with 50Hertz,"LINESTRING (10.99933307080216 52.20014201460474, 11.639147591424328 52.26896991806889)",26474759,26472665,11T-D2-D8-000205,TENNETGMBH,Helmstedt,Wolmirstedt,400,,,,,,,3018.0,,,1207.2,False
2542,Mecklar - Vieselbach 449,1.775,16.325,0.000267108,129.724,Internal tie-line with 50Hertz,"LINESTRING (9.7459261338554 50.917625716657625, 11.123246229477049 50.99837544912323)",29309786,143882655,11T-D2-D8-000302,TENNETGMBH,Mecklar,Vieselbach,400,,,,,,,2748.0,,,1099.2,False
