name,Full Name,EIC_Code,TSO,Maximum Current Imax (A) primary Min,Maximum Current Imax (A) primary Max,Maximum Current Imax (A) primary Fixed,Voltage_level(kV) Primary,Voltage_level(kV) Secondary,r,x,b,g,Taps used for RAO,Theta θ (°),Symmetrical/Asymmetrical,Phase Regulation δu (%),Angle Regulation δu (%),Comment,geometry,bus0,s_nom,bus1
77,TR Tauern TARHU41,14T-38220-TA041Q,APG,,,1554.0,220.0,400.0,0.0005630630630630631,0.04513864513864514,-4321.397388,1725.536736,,60.0,ASYM,,1.253,,POINT (12.739733378696268 47.27759548453195),38868243,341.88,38868243T
78,TR Tauern TARHU42,14T-38220-TA042O,APG,,,1554.0,220.0,400.0,0.0005630630630630631,0.04513864513864514,-4321.397388,1725.536736,,60.0,ASYM,,1.253,,POINT (12.739733378696268 47.27759548453195),38868243,341.88,38868243T
74,TR St. Peter SPRHU41,14T-38220-SP041V,APG,,,1427.0,220.0,400.0,0.0006185895394024336,0.04809517742243741,-2109.4978542,877.713452,,-60.0,ASYM,,1.253,,POINT (13.081870668673746 48.256519536727325),81540198,313.94,81540198T
75,TR St. Peter SPRHU42,14T-38220-SP042T,APG,,,1427.0,220.0,400.0,0.0006185895394024336,0.04809517742243741,-2109.4978542,877.713452,,-60.0,ASYM,,1.253,,POINT (13.081870668673746 48.256519536727325),81540198,313.94,81540198T
76,TR St. Peter SPRHU43,14T-38220-SP043R,APG,,,1427.0,220.0,400.0,0.0006185895394024336,0.04809517742243741,-2109.4978542,877.713452,,-60.0,ASYM,,1.253,,POINT (13.081870668673746 48.256519536727325),81540198,313.94,81540198T
68,TR Lienz LIRHU41,14T-38220-LI041Y,APG,,,1554.0,220.0,400.0,0.0006423306423306423,0.04514157014157014,-5479.242384,1951.724544,,60.0,ASYM,,1.253,,POINT (12.805760955273785 46.82504401999443),162826525,341.88,162826525T
69,TR Lienz LIRHU42,14T-38220-LI042W,APG,,,1554.0,220.0,400.0,0.0006423306423306423,0.04514157014157014,-5479.242384,1951.724544,,60.0,ASYM,,1.253,,POINT (12.805760955273785 46.82504401999443),162826525,341.88,162826525T
81,TR Westtirol WTRHU41,14T-38220-WT041O,APG,,,1443.0,400.0,220.0,0.0005174982674982675,0.03742376992376992,-3845.0178000000005,981.24,,59.99,ASYM,,1.388,,POINT (10.873845198722057 47.24424668126896),727225348,577.2,727225348T
71,TR Obersielach OSRHU41,14T-38220-OS0413,APG,,,1556.0,220.0,400.0,0.0006415050245384435,0.045083547557840616,-5486.294176,1954.236416,,60.0,ASYM,,1.253,,POINT (14.681460598338008 46.66845419378629),83831570,342.32,83831570T
72,TR Obersielach OSRHU43,14T-RHU43-OS---K,APG,,,1531.0,220.0,400.0,0.0005263939196009738,0.04634225996080993,-3386.89351,890.114214,,60.0,ASYM,,1.253,,POINT (14.681460598338008 46.66845419378629),83831570,336.82,83831570T
73,TR Obersielach OSRHU42,14T-38220-OS0421,APG,,,1556.0,220.0,400.0,0.0006415050245384435,0.045083547557840616,-5486.294176,1954.236416,,60.0,ASYM,,1.253,,POINT (14.681460598338008 46.66845419378629),83831570,342.32,83831570T
82,TR Wien Suedost SORHU41,14T-38221-SO041S,APG,,,1556.0,220.0,400.0,0.0006415050245384435,0.046114746436083195,-5486.294176,1954.236416,,60.0,ASYM,,1.253,,POINT (16.420069271973972 48.12390360961506),27795895,342.32,27795895T
83,TR Wien Suedost SORHU43,14T-38220-SO042Y,APG,,,1556.0,220.0,400.0,0.0006415050245384435,0.046114746436083195,-5486.294176,1954.236416,,60.0,ASYM,,1.253,,POINT (16.420069271973972 48.12390360961506),27795895,342.32,27795895T
T_0,,,APG,,,,,,0.0003257794457274827,0.028487297921478062,-15554.329919999998,723.07536,,,,,,Added for coherence. Not in the data.,POINT (13.066843061018709 47.8880497091321),105065132,387.20000000000005,105065132T
84,TR Zell am Ziller ZZRHU41,14T-38220-ZZ041D,APG,,,1732.0,400.0,220.0,0.0003257794457274827,0.028487297921478062,-15554.329919999998,723.07536,,59.95,ASYM,,1.25,,POINT (11.897843807702728 47.23344726452986),156973414,692.8,156973414T
85,TR Zell am Ziller ZZRHU42,14T-38220-ZZ042B,APG,,,1732.0,400.0,220.0,0.0003257794457274827,0.028487297921478062,-15554.329919999998,723.07536,,59.95,ASYM,,1.25,,POINT (11.897843807702728 47.23344726452986),156973414,692.8,156973414T
T_1,,,APG,,,,,,0.0006185895394024336,0.04809517742243741,-2109.4978542,877.713452,,,,,,Added for coherence. Not in the data.,POINT (16.378280117631984 48.35775529503493),24253250,1006.7200000000001,24253250T
T_2,,,APG,,,,,,0.0006185895394024336,0.04809517742243741,-2109.4978542,877.713452,,,,,,Added for coherence. Not in the data.,POINT (16.378280117631984 48.35775529503493),24253250,1006.7200000000001,24253250TT
63,TR Duernrohr DURHU41,14T-38220-DR0410,APG,,,1556.0,220.0,400.0,0.0006415050245384435,0.046114746436083195,-5486.294176,1954.236416,,60.0,ASYM,,1.253,,POINT (15.885238377926218 48.32893727438369),59531071,342.32,59531071T
64,TR Duernrohr DURHU42,14T-38220-DR042Z,APG,,,1556.0,220.0,400.0,0.0006415050245384435,0.046114746436083195,-5486.294176,1954.236416,,60.0,ASYM,,1.253,,POINT (15.885238377926218 48.32893727438369),59531071,342.32,59531071T
86,TR Zaya ZYRHU41,,APG,,,1427.0,220.0,400.0,0.0005650124227559407,0.04971969166082691,-3156.82367,829.649238,,60.0,ASYM,,1.253,"No EIC code yet, as only recently put into operation",POINT (16.800003975379468 48.60583472856317),96616299,313.94,96616299T
114,TR RIMIERE 380/220 TFO 8,22T20211201Z---H,ELIA,424.352447854375,463.32359102467467,,400.0,245.46,0.0054936119146681795,0.4195411668335445,-582.4753606195127,98.46552956456387,,,,,,3-winding transformer (more info in extra sheet),POINT (5.4718802841380105 50.540253503031536),7578992,185.32943640986988,7578992T
115,TR RIMIERE 380/220 TFO 9,22T20211201AA--O,ELIA,424.352447854375,463.32359102467467,,400.0,245.42,0.006074976656757591,0.4437088116867583,-334.65978810610017,93.55429949970232,,,,,,3-winding transformer (more info in extra sheet),POINT (5.4718802841380105 50.540253503031536),7578992,185.32943640986988,7578992T
111,TR BRUME 380/220 TFO 1,22T20211201W---W,ELIA,424.352447854375,463.32359102467467,,400.0,245.42,0.006047004845584891,0.4431334902372062,-370.81061129580036,92.77591586678088,,,,,,3-winding transformer (more info in extra sheet),POINT (5.843362737369794 50.375498011383655),88799384,185.32943640986988,88799384T
112,TR LIXHE 380/220 TFO 11,22T20211201X---R,ELIA,424.352447854375,463.32359102467467,,400.0,245.596,0.00538699096775989,0.42124062702778714,-133.0954930667256,40.06822415181387,,,,,,3-winding transformer (more info in extra sheet),POINT (5.668085597561913 50.75438286200539),23141556,185.32943640986988,23141556T
113,TR LIXHE 380/220 TFO 6,22T20211201Y---M,ELIA,424.352447854375,463.32359102467467,,400.0,245.596,0.00538241533198164,0.42057871382945045,-129.64836554950205,39.475169955302285,,,,,,3-winding transformer (more info in extra sheet),POINT (5.668085597561913 50.75438286200539),23141556,185.32943640986988,23141556T
116,TR STEVIN 380/220 TFO 3,22T20211201AB--K,ELIA,848.70489570875,926.6471820493493,,400.0,225.0,0.0009892869883579695,0.10726386690150923,-233.96219714177485,150.1539093792766,,,,,,3-winding transformer (more info in extra sheet),POINT (3.1839019958695 51.32594793322628),392090271,370.65887281973977,392090271T
117,TR STEVIN 380/220 TFO 4,22T20211201AC--G,ELIA,848.70489570875,926.6471820493493,,400.0,225.0,0.0009992584210445341,0.10755157079266053,-820.488164255821,149.4125916336371,,,,,,3-winding transformer (more info in extra sheet),POINT (3.1839019958695 51.32594793322628),392090271,370.65887281973977,392090271T
118,TR STEVIN 380/220 TFO 5,22T20211201AD--C,ELIA,848.70489570875,926.6471820493493,,400.0,225.0,0.000989934483986967,0.10747969877784179,-44.29141868400378,146.33612298923325,,,,,,3-winding transformer (more info in extra sheet),POINT (3.1839019958695 51.32594793322628),392090271,370.65887281973977,392090271T
119,TR STEVIN 380/220 TFO 6,22T20211201AE--8,ELIA,848.70489570875,926.6471820493493,,400.0,225.0,0.0009790565574198057,0.10733591158182902,-235.2734029043747,148.07821969148605,,,,,,3-winding transformer (more info in extra sheet),POINT (3.1839019958695 51.32594793322628),392090271,370.65887281973977,392090271T
109,TR AUBANGE 380/220 TFO 1,22T20211201T---A,ELIA,424.352447854375,463.32359102467467,,400.0,245.42,0.006074976656757591,0.4437088116867583,-334.65978810610017,93.55429949970232,,,,,,3-winding transformer (more info in extra sheet),POINT (5.795846665169853 49.56639610066227),121085952,185.32943640986988,121085952T
110,TR AUBANGE 380/220 TFO 2,22T20211201V---0,ELIA,424.352447854375,463.32359102467467,,400.0,245.46,0.005439826611086103,0.43450746713494814,-333.9891272080919,95.92651628574865,,,,,,3-winding transformer (more info in extra sheet),POINT (5.795846665169853 49.56639610066227),121085952,185.32943640986988,121085952T
T_3,,,CEPS,,,,,,0.001141078838174274,0.13219225449515906,-173.51999999999998,144.6,,,,,,Added for coherence. Not in the data.,POINT (15.11240582700131 50.65776476965347),28475691,182.71,28475691T
T_4,,,CEPS,,,,,,0.001141078838174274,0.13219225449515906,-173.51999999999998,144.6,,,,,,Added for coherence. Not in the data.,POINT (15.11240582700131 50.65776476965347),28475691,182.71,28475691TT
T_5,,,CEPS,,,,,,0.001141078838174274,0.13219225449515906,-173.51999999999998,144.6,,,,,,Added for coherence. Not in the data.,POINT (13.801430394996355 50.583087711058994),197827799,217.8,197827799T
T_6,,,CEPS,,,,,,0.001141078838174274,0.13219225449515906,-173.51999999999998,144.6,,,,,,Added for coherence. Not in the data.,POINT (13.801430394996355 50.583087711058994),197827799,217.8,197827799TT
88,TR Hradec T402,27T-TR-HRAT402-B,CEPS,,,723.0,400.0,231.0,0.001141078838174274,0.13219225449515906,-173.51999999999998,144.6,,,,1.48,,,POINT (13.3273324005706 50.34652938932505),28099187,289.2,28099187T
T_7,,,CEPS,,,,,,0.001141078838174274,0.13219225449515906,-173.51999999999998,144.6,,,,,,Added for coherence. Not in the data.,POINT (13.695452508577215 50.39602262665922),28349754,677.6,28349754T
T_8,,,CEPS,,,,,,0.001141078838174274,0.13219225449515906,-173.51999999999998,144.6,,,,,,Added for coherence. Not in the data.,POINT (13.695452508577215 50.39602262665922),28349754,677.6,28349754TT
90,TR Sokolnice T401,27T-TR-SOKT401-H,CEPS,,,722.0,400.0,231.0,0.0016620498614958448,0.14643351800554016,-4508.168,187.72000000000003,,,,1.48,,,POINT (16.699080878148727 49.11225687192472),27849030,288.8,27849030T
87,TR C. Stred T401,27T-TR-CSTT401-T,CEPS,,,722.0,400.0,231.0,0.001454293628808864,0.13795013850415513,-398.544,190.608,,,,1.48,,,POINT (14.768623247695958 50.143021870609175),28468576,288.8,28468576T
T_9,,,CEPS,,,,,,0.001141078838174274,0.13219225449515906,-173.51999999999998,144.6,,,,,,Added for coherence. Not in the data.,POINT (13.335280425866396 49.58968984155671),28477054,281.93000000000006,28477054T
T_10,,,CEPS,,,,,,0.001141078838174274,0.13219225449515906,-173.51999999999998,144.6,,,,,,Added for coherence. Not in the data.,POINT (13.335280425866396 49.58968984155671),28477054,281.93000000000006,28477054TT
89,TR Prosenice T401,27T-TR-PRNT401X5,CEPS,,,722.0,400.0,231.0,0.0014889196675900275,0.1309556786703601,-4508.168,179.056,,,,1.48,,,POINT (17.498345120546542 49.50326351755285),28625556,288.8,28625556T
T_11,,,CEPS,,,,,,0.001141078838174274,0.13219225449515906,-173.51999999999998,144.6,,,,,,Added for coherence. Not in the data.,POINT (12.675255871288725 50.16071099308343),149306820,281.93000000000006,149306820T
T_12,,,CEPS,,,,,,0.001141078838174274,0.13219225449515906,-173.51999999999998,144.6,,,,,,Added for coherence. Not in the data.,POINT (12.675255871288725 50.16071099308343),149306820,281.93000000000006,149306820TT
18,TR Vierraden 220/400 402,11T0-0000-0026-2,50HERTZ,650.0,650.0,,400.0,231.0,0.0028365384615384615,0.2577769230769231,-147.8672,199.888,,,,1.231,0,,POINT (14.268638974985045 53.09783446837573),170123812,260.0,170123812T
19,TR Vierraden 220/400 404,11T0-0000-0028-X,50HERTZ,650.0,650.0,,400.0,231.0,0.0028365384615384615,0.2577769230769231,-147.8672,199.888,,,,1.231,0,,POINT (14.268638974985045 53.09783446837573),170123812,260.0,170123812T
4,TR Lubmin 220/400 405,11T0-0000-0003-J,50HERTZ,650.0,650.0,,400.0,231.0,0.0028365384615384615,0.2577769230769231,-142.1498,195.0,,,,1.231,0,,POINT (13.685367373727471 54.13880850286776),460134233,260.0,460134233T
24,TR Wustermark 220/400 401,11TD8T401WU12-0Y,50HERTZ,577.0,577.0,,400.0,231.0,0.004018197573656845,0.27113518197573655,-154.825256,178.87,,,,1.231,0,,POINT (12.942934968142938 52.56249764066212),27149550,230.8,27149550T
25,TR Wustermark 220/400 402,11TD8T402WU12--S,50HERTZ,577.0,577.0,,400.0,231.0,0.003973624165558229,0.2738013232885944,-173.10000000000002,230.8,,,,1.231,0,,POINT (12.942934968142938 52.56249764066212),27149550,230.8,27149550T
22,TR Wolmirstedt 220/400 403,11TD8T403WOL12-P,50HERTZ,1215.0,1215.0,,380.0,231.0,0.0007619627985137357,0.04945668213377132,-159808.68269999998,1268.2899,,,,1.273,0,,POINT (11.639147591424328 52.26896991806889),26472665,461.7,26472665T
23,TR Wolmirstedt 220/400 404,11TD8T404WOL12-H,50HERTZ,577.0,577.0,,400.0,231.0,0.003973624165558229,0.2738013232885944,-173.10000000000002,230.8,,,,1.231,0,,POINT (11.639147591424328 52.26896991806889),26472665,230.8,26472665T
5,TR Marzahn 220/400 401,11TD8T401MZA12-Q,50HERTZ,577.0,577.0,,400.0,231.0,0.0021920003175290104,0.17516826127348414,-259.774632,125.48595999999999,,,,1.231,0,,POINT (13.524113150563432 52.5357936785092),22973070,230.8,22973070T
6,TR Marzahn 220/400 402,11TD8T402MZA12-I,50HERTZ,577.0,577.0,,400.0,231.0,0.0021920003175290104,0.17516826127348414,-259.774632,125.48595999999999,,,,1.231,0,,POINT (13.524113150563432 52.5357936785092),22973070,230.8,22973070T
20,TR Vieselbach 220/400 402,11TD8T402VIB12-B,50HERTZ,577.0,577.0,,400.0,231.0,0.003973624165558229,0.2738013232885944,-173.10000000000002,230.8,,,,1.231,0,,POINT (11.123246229477049 50.99837544912323),143882655,230.8,143882655T
21,TR Vieselbach 220/400 403,11TD8T403VIB12-B,50HERTZ,577.0,577.0,,400.0,231.0,0.003973624165558229,0.2738013232885944,-173.10000000000002,230.8,,,,1.231,0,,POINT (11.123246229477049 50.99837544912323),143882655,230.8,143882655T
440,TR Brunsbuettel T421,11TD2T0000002013,TENNETGMBH,,,812.0,380.0,220.0,0.0013611615245009074,0.14910228156598393,-676.98064,154.28,,,,1.111,,,POINT (9.20168360386404 53.89581463975601),30622610,308.56,30622610T
1,TR Güstrow 220/400 403,11TD8T403GUE12-P,50HERTZ,1215.0,1215.0,,380.0,231.0,0.0007825035158035798,0.0498043470347052,-220418.8119,1472.96151,,,,1.273,0,,POINT (12.187783572738446 53.81650473574688),32062544,461.7,32062544T
T_13,,,50HERTZ,,,,,,0.004182762279534979,0.2882119192511521,-164.445,219.26,,,,,,Added for coherence. Not in the data.,POINT (12.213541114842796 54.111982000414535),32318130,580.8000000000001,32318130T
T_14,,,50HERTZ,,,,,,0.004182762279534979,0.2882119192511521,-164.445,219.26,,,,,,Added for coherence. Not in the data.,POINT (12.213541114842796 54.111982000414535),32318130,580.8000000000001,32318130TT
15,TR Thyrow 220/400 401,11TD8T401THY12-2,50HERTZ,577.0,577.0,,400.0,231.0,0.003973624165558229,0.2738013232885944,-173.10000000000002,230.8,,,,1.231,0,,POINT (13.30634069585986 52.23082066092722),29331499,230.8,29331499T
7,TR Neuenhagen 220/400 401,11TD8T401NHG12-N,50HERTZ,958.0,958.0,,380.0,231.0,0.0011499708016272847,0.0657858787476533,-243744.8022,1404.247896,,-60.0,Asymmetrical,,1.182,,POINT (13.710163845494778 52.539128262482336),137197826,364.04,137197826T
8,TR Neuenhagen 220/400 402,11TD8T402NHG12-F,50HERTZ,958.0,958.0,,380.0,231.0,0.0011499708016272847,0.0657858787476533,-173703.5062,1137.44298,,-60.0,Asymmetrical,,1.182,,POINT (13.710163845494778 52.539128262482336),137197826,364.04,137197826T
2,TR Hamburg/Nord 220/400 405,11TD8T405NOR12-5,50HERTZ,650.0,650.0,,400.0,231.0,0.003559399180700956,0.24202510989593978,-113767.42,535.0020000000001,,,,1.231,0,,POINT (9.984058791561033 53.74147911235296),22720647,260.0,22720647T
3,TR Hamburg/Nord 220/400 406,11TD8T406NOR12-Y,50HERTZ,650.0,650.0,,400.0,231.0,0.003559399180700956,0.24202510989593978,-147.862,199.888,,,,1.231,0,,POINT (9.984058791561033 53.74147911235296),22720647,260.0,22720647T
T_15,,,50HERTZ,,,,,,0.004182762279534979,0.2882119192511521,-164.445,219.26,,,,,,Added for coherence. Not in the data.,POINT (12.045507458183804 50.78094886931945),156673637,258.94000000000005,156673637T
T_16,,,50HERTZ,,,,,,0.004182762279534979,0.2882119192511521,-164.445,219.26,,,,,,Added for coherence. Not in the data.,POINT (12.045507458183804 50.78094886931945),156673637,258.94000000000005,156673637TT
0,TR Eula 220/400 401,11TD8T401EU12--E,50HERTZ,866.0,866.0,,400.0,231.0,0.001927236492819075,0.1485633275560929,-143849.528,887.4075199999999,,,,1.385,0,,POINT (12.517063548402785 51.156251437142096),32843531,346.4,32843531T
11,TR Röhrsdorf 220/400 402,11TD8T402ROE12-T,50HERTZ,1215.0,1215.0,,380.0,231.0,0.0007208813639340479,0.04876915803335743,-220418.8119,1442.90484,,,,1.273,0,,POINT (12.815082479900903 50.85868947954853),23117075,461.7,23117075T
12,TR Röhrsdorf 220/400 403,11TD8T403ROE12-T,50HERTZ,1215.0,1215.0,,380.0,231.0,0.0007208813639340479,0.04876915803335743,-220418.8119,1442.90484,,,,1.273,0,,POINT (12.815082479900903 50.85868947954853),23117075,461.7,23117075T
T_17,,,Amprion GmbH,,,,,,0.0004300935550935551,0.032224532224532226,-5310.240000000001,1462.24,,,,,,Added for coherence. Not in the data.,POINT (10.362499738474432 47.73865994398629),57727004,434.39,57727004T
T_18,,,Amprion GmbH,,,,,,0.0004300935550935551,0.032224532224532226,-5310.240000000001,1462.24,,,,,,Added for coherence. Not in the data.,POINT (10.362499738474432 47.73865994398629),57727004,434.39,57727004TT
T_19,,,Amprion GmbH,,,,,,0.0004263049533728957,0.038866416373985704,-1486.2600000000002,1775.255,,,,,,Added for coherence. Not in the data.,POINT (6.7097559468 51.090932472),27919734,658.24,27919734T
T_20,,,Amprion GmbH,,,,,,0.0004263049533728957,0.038866416373985704,-1486.2600000000002,1775.255,,,,,,Added for coherence. Not in the data.,POINT (6.7097559468 51.090932472),27919734,658.24,27919734TT
T_21,,,Amprion GmbH,,,,,,0.0004263049533728957,0.038866416373985704,-1486.2600000000002,1775.255,,,,,,Added for coherence. Not in the data.,POINT (7.011600422827162 52.17763913797465),979801144,629.2,979801144T
T_22,,,Amprion GmbH,,,,,,0.0004263049533728957,0.038866416373985704,-1486.2600000000002,1775.255,,,,,,Added for coherence. Not in the data.,POINT (7.011600422827162 52.17763913797465),979801144,629.2,979801144TT
61,TR Westerkappeln,11T0-0000-0914-4,Amprion GmbH,,2008.0,,230.0,400.0,0.0004958427160921532,0.035687684046423,-12931.519999999999,2124.464,,,,1.231,,,POINT (7.890386064217834 52.27794041517119),114319248,461.84,114319248T
41,TR Kusenhorst,11T0-0000-0683-V,Amprion GmbH,,2008.0,,230.0,400.0,0.0004460419192794041,0.03512255326520007,-7943.647999999999,2632.488,,,,1.231,,,POINT (7.060221722122223 51.69639747736863),29077623,461.84,29077623T
487,TR / 380-220kV / Kuehmoos Trafo 401,12T-0000000591-H,TRANSNETBW,,,953.0,380.0,220.0,0.001107582702822113,0.06760368918097973,-3854.4733039999996,477.554018,-3;3,-120.0,Asymmetrical,1.385,,,POINT (7.958075914315617 47.59547794524703),88916034,362.14,88916034T
30,TR Dauersberg,11T0-0000-1251-Q,Amprion GmbH,,1924.0,,400.0,231.0,0.0003014553014553015,0.030932952182952184,-2308.8,692.64,,60.0,,,1.389,,POINT (7.86378483513833 50.76810526070069),152403632,769.6,152403632T
31,TR Dauersberg,11T0-0000-0589-I,Amprion GmbH,,1924.0,,400.0,231.0,0.0004300935550935551,0.032224532224532226,-5310.240000000001,1462.24,,60.0,,,1.385,,POINT (7.86378483513833 50.76810526070069),152403632,769.6,152403632T
