,x,y,CORE-TSO_country,CORE-TSO_tso,OSM_id,OSM_type,OSM_name,OSM_country,OSM_voltage,OSM_operator,OSM_alt_name,Comments
Wessin,11.698819876150614,53.57199721184057,DE,50HERTZ,234171369.0,Polygon,Umspannwerk Wessin,DE,380000,50Hertz Transmission,,
Freiberg/Nord,13.25554512389554,50.93018648933241,DE,50HERTZ,109917397.0,Polygon,Umspannwerk Freiberg Nord,DE,380000,50Hertz Transmission,,
Klostermansfeld,11.51632471760772,51.58398536185265,DE,50HERTZ,32690742.0,Polygon,Umspannwerk Klostermansfeld,DE,380000,50Hertz Transmission,,
Charlottenburg,13.315526973895247,52.52200485664731,DE,50HERTZ,46615737.0,Polygon,Umspannwerk Charlottenburg,DE,380000;110000,Stromnetz Berlin,,
Friedrichshain,13.456433133864897,52.52145796378047,DE,50HERTZ,30954714.0,Polygon,Umspannwerk Friedrichshain,DE,380000;110000,50Hertz Transmission GmbH;Stromnetz Berlin GmbH,,
Reuter,13.249030342808814,52.53162510101802,DE,50HERTZ,43163132.0,Polygon,Umspannwerk Reuter,DE,380000;110000,50Hertz Transmission GmbH;Stromnetz Berlin GmbH,,
Lüdershagen,13.079236593770936,54.2847578986085,DE,50HERTZ,946710698.0,Polygon,Umspannwerk Lüdershagen,DE,220000,50Hertz Transmission,,
Marke,12.261620171338835,51.740891643026,DE,50HERTZ,946025110.0,Polygon,Umspannwerk Marke,DE,380000,50Hertz Transmission,,
Wuhlheide (Abzweig),13.506127335205774,52.47382560747208,DE,50HERTZ,22973052.0,Polygon,Umspannwerk Wuhlheide,DE,220000;110000,50Hertz Transmission GmbH;Stromnetz Berlin GmbH,,
Hamburg/Süd,9.908850396108354,53.48804857010373,DE,50HERTZ,11285720.0,Polygon,Hamburg/Süd,DE,380000;110000,50Hertz Transmission;Stromnetz Hamburg GmbH,,
Pulgar,12.337422954113428,51.19696836412672,DE,50HERTZ,442199284.0,Polygon,Umspannwerk Pulgar,DE,380000,50Hertz Transmission,,
Putlitz/Süd,12.109095205063763,53.25082285901248,DE,50HERTZ,851299584.0,Polygon,Umspannwerk Putlitz Süd,DE,380000,50Hertz Transmission,,
Krümmel,10.416762576558275,53.41165486783699,DE,50HERTZ,1089911132.0,Polygon,Umspannwerk Krümmel (TenneT),DE,380000,TenneT TSO GmbH,,
Weida,12.045507458183804,50.78094886931945,DE,50HERTZ,156673637.0,Polygon,Umspannwerk Weida,DE,220000,50Hertz Transmission,,Duplicated OSM name: 156673637 945346148 
Hennigsdorf,13.206292373440522,52.65719244777163,DE,50HERTZ,30309989.0,Polygon,Hennigsdorf,DE,220000,50Hertz Transmission,,
Schmölln,14.219177398334578,51.12109372719189,DE,50HERTZ,941805476.0,Polygon,Umspannwerk Schmölln,DE,380000,50Hertz Transmission,,
Görries,11.370623032752327,53.600704093628416,DE,50HERTZ,30040568.0,Polygon,Umspannwerk Görries,DE,380000,50Hertz Transmission,,
Stendal/West,11.727508020040194,52.56864177424885,DE,50HERTZ,33169401.0,Polygon,Umspannwerk Stendal West,DE,380000,50Hertz Transmission,,
Eula,12.517063548402785,51.156251437142096,DE,50HERTZ,32843531.0,Polygon,Umspannwerk Eula,DE,220000,50Hertz Transmission,,Duplicated OSM name: 32843531 946206351 
Ragow,13.901313172956398,51.87594786466806,DE,50HERTZ,940922557.0,Polygon,Umspannwerk Ragow,DE,380000,50Hertz Transmission,,
Altentreptow/Nord,13.31877084718121,53.73662143523829,DE,50HERTZ,515358077.0,Polygon,Umspannwerk Altentreptow Nord,DE,380000;33000,50Hertz Transmission,,
Heinersdorf,14.133284965431928,52.442792420196994,DE,50HERTZ,414169327.0,Polygon,Umspannwerk Heinersdorf,DE,380000,50Hertz Transmission,,
Röhrsdorf,12.815082479900903,50.85868947954853,DE,50HERTZ,23117075.0,Polygon,Umspannwerk Röhrsdorf,DE,380000,50Hertz Transmission,,Duplicated OSM name: 23117075 943135226 
Mitte,13.368653475247235,52.50314751071996,DE,50HERTZ,30303506.0,Polygon,Umspannwerk Mitte,DE,380000;110000,50Hertz Transmission GmbH;Stromnetz Berlin GmbH,,
Lauchstädt,11.894609645338496,51.406527816640406,DE,50HERTZ,29713902.0,Polygon,Umspannwerk Lauchstädt,DE,380000,50Hertz Transmission,,
Witten,7.313215010167052,51.44662662171332,DE,Amprion GmbH,35763480.0,Polygon,Witten,DE,380000,Amprion,Umspannwerk Witten-Krone,Multiple matches
Dillenburg,8.284952486337192,50.75923398502241,DE,Amprion GmbH,24536328.0,Polygon,Dillenburg,DE,380000;110000,e.on;Mitte AG,,
Gronau,7.034948633916197,52.20299653514873,DE,Amprion GmbH,952346321.0,Polygon,Station Gronau,DE,220000,,,Duplicated OSM name: 952346321 952346322 
Linde,7.233199543289674,51.2325132326183,DE,Amprion GmbH,92165128.0,Polygon,Station Linde,DE,380000;110000,Amprion;Westnetz,,
Leupolz,10.362499738474432,47.73865994398629,DE,Amprion GmbH,57727004.0,Polygon,Umspannanlage Leupolz,DE,380000;220000;110000,Amprion,,
Karnap,6.996068915586019,51.51416960830495,DE,Amprion GmbH,59925390.0,Polygon,Station Karnap,DE,380000;110000,,,
Y-Waldlaubersheim,7.815993836091341,49.922111026372,DE,Amprion GmbH,198448981.0,Polygon,Umspannwerk Waldlaubersheim,DE,380000;110000,RWE,,
Guetersloh,8.364229613135505,51.9271224175413,DE,Amprion GmbH,26383042.0,Polygon,Station Gütersloh,DE,380000;220000;110000;10000,Amprion;Westnetz,,
Ratsbusch,7.500061793181273,51.53517413060272,DE,Amprion GmbH,24858617.0,Polygon,Station Ratsbusch,DE,220000;110000,Amprion,,
Gundelfingen,10.391776094515723,48.518460910341126,DE,Amprion GmbH,88945213.0,Polygon,Schaltanlage Gundelfingen,DE,380000,Amprion,,
Dellmensingen,9.885508871535553,48.30406967249341,DE,Amprion GmbH,41389594.0,Polygon,Dellmensingen,DE,380000;220000;110000,Netze BW GmbH;TransnetBW GmbH,,
Koblenz,7.593301877610297,50.38594381664374,DE,Amprion GmbH,160584794.0,Polygon,Station Koblenz,DE,380000;110000,RWE,,
Lippe,7.403376981173491,51.6444620361605,DE,Amprion GmbH,121199242.0,Polygon,Station Lippe,DE,380000,RWE,,
Y-Gelsenberg,7.037017961097424,51.54073746867608,DE,Amprion GmbH,25051880.0,Polygon,Station Gelsenberg,DE,220000;110000,RWE;ELE,,
Y-Garenfeld,7.6025921,51.3453578,DE,Amprion GmbH,1474044186.0,Point,,DE,220000,,,Y-junction at 10.05 km from the station
Y-Osterath,6.7097559468,51.090932472,DE,Amprion GmbH,27919734.0,Polygon,Station Gohrpunkt,DE,220000;110000,,,Y-junction at 15.35 km from the station
Kottigerhook,7.011600422827162,52.17763913797465,DE,Amprion GmbH,979801144.0,Polygon,Kottigerhook 380 kV,DE,380000;110000,Amprion,,
Limburg,8.065794350111547,50.406468897924185,DE,Amprion GmbH,50898216.0,Polygon,Station Limburg,DE,380000;110000,Amprion;Süwag,,
Duennwald,7.023544555780186,50.99906843165603,DE,Amprion GmbH,27871140.0,Polygon,Station Dünnwald,DE,220000,,,
Westerkappeln,7.890386064217834,52.27794041517119,DE,Amprion GmbH,114319248.0,Polygon,Station Westerkappeln,DE,380000,Amprion,,Duplicated OSM name: 114319248 954305865 
Y-Bellendorf,7.031722730462247,51.60938258169806,DE,Amprion GmbH,38584673.0,Polygon,Station Bellendorf,DE,220000,RWE,,
Rommersheim,6.459979850702905,50.21127174842116,DE,Amprion GmbH,1024536785.0,Polygon,Umspannwerk Rommersheim,DE,380000;110000,,,
Y-Pfungstadt,8.5885964252,49.8156337157,DE,Amprion GmbH,147521567.0,Polygon,Umspannanlage Pfungstadt,DE,380000;220000;110000,,,Y-junction at 0.32 km from the station
Uentrop,7.992887306488789,51.68370771208917,DE,Amprion GmbH,42488850.0,Polygon,Umspannungsanlage Uentrop,DE,380000,Amprion,,
Laer,7.278856422837266,51.47223575497564,DE,Amprion GmbH,66038431.0,Polygon,Station Laer,DE,220000;110000,Amprion,,
Kusenhorst,7.060221722122223,51.69639747736863,DE,Amprion GmbH,29077623.0,Polygon,Umspannwerk Kusenhorst,DE,380000;220000;110000,Amprion;Westnetz,,
Benteler,7.317999853080918,52.46903259983655,DE,Amprion GmbH,118928165.0,Polygon,Benteler Stahlwerk,DE,220000,,,
Kelsterbach,8.531521376055656,50.04788704539945,DE,Amprion GmbH,169244940.0,Polygon,Station Kelsterbach,DE,380000,Amprion,,
Y-Edelstahl,6.5227899,51.3225366,DE,Amprion GmbH,269480914.0,Point,,DE,220000,,,Y-junction at 3.47 km from the station
Y-Poeppinghausen,7.3437134,51.613105,DE,Amprion GmbH,319868746.0,Point,,DE,220000,,,Y-junction at 7.76 km from the station
Siersdorf,6.216193010895075,50.91236183485163,DE,Amprion GmbH,25992879.0,Polygon,Siersdorf,DE,380000;110000,,,
Kuehmoos,7.958075914315617,47.59547794524703,DE,Amprion GmbH,88916034.0,Polygon,Lastverteilung/Schaltanlage Kühmoos,DE,380000;220000,Schluchseewerk AG,,
Mettmann,6.998302472137172,51.2485937538773,DE,Amprion GmbH,87767098.0,Polygon,Station Mettmann,DE,380000,RWE,,
Elmenhorst,7.445069349671894,51.61850011519313,DE,Amprion GmbH,24415232.0,Polygon,Station Elmenhorst,DE,220000;110000,Amprion,,
Y-Walsum,6.7306271,51.5199485,DE,Amprion GmbH,418971276.0,Point,,DE,220000,,,Y-junction at 1.79 km from the station
Y-Huellen,7.1380811,51.5605918,DE,Amprion GmbH,272324791.0,Point,,DE,380000,,,Y-junction at 4.61 km from the station
Rosenblumendelle,6.948210986686612,51.4445759018756,DE,Amprion GmbH,26291794.0,Polygon,Station Rosenblumendelle,DE,380000;110000,RWE,,
Y-Voehringen,9.8855088715,48.3040696725,DE,Amprion GmbH,41389594.0,Polygon,Dellmensingen,DE,380000;220000;110000,RWE,,Y-junction at 17.14 km from the station
Bergmannsglueck,7.037619941130437,51.598549644171534,DE,Amprion GmbH,22944791.0,Polygon,Station Bergmannsglück,DE,220000;110000,RWE,,
Bayer,6.977244529615004,51.01144544054506,DE,Amprion GmbH,116701004.0,Polygon,Station Bayer X 36,DE,220000,,,
Dauersberg,7.86378483513833,50.76810526070069,DE,Amprion GmbH,152403632.0,Polygon,Station Dauersberg,DE,380000;220000;110000,RWE,,
Hoheneck,9.190792677545456,48.914415086962464,DE,Amprion GmbH,25802269.0,Polygon,Amprion Umspannwerk Hoheneck,DE,380000;220000;110000,Amprion,,
Rommerskirchen 1,6.702194784514007,51.008859862237074,DE,Amprion GmbH,24839976.0,Polygon,Umspannwerk Rommerskirchen,DE,380000;220000,Amprion,,
Ruhrzink,7.324215312974335,51.62129182016304,DE,Amprion GmbH,787840119.0,Polygon,Ruhrzink,DE,220000,Amprion GmbH,,
Eiberg,7.1257288028617465,51.44906599034116,DE,Amprion GmbH,113546939.0,Polygon,Station Eiberg,DE,380000;220000;110000,Amprion,,
Hanekenfaehr,7.308241793856247,52.47679095339899,DE,Amprion GmbH,61918154.0,Polygon,Hanekenfähr,DE,380000;220000;110000,Amprion,,
Tiengen,8.258827663264354,47.634208886686295,DE,Amprion GmbH,31367940.0,Polygon,Umspannwerk Tiengen,DE,380000;220000;110000,Amprion,,
Nordlicht,6.906604094757355,51.56523580430414,DE,Amprion GmbH,24280460.0,Polygon,Station Nordlicht,DE,380000;110000,RWE; ELE,,
Selbeck,6.868045010993448,51.37447481153731,DE,Amprion GmbH,25043127.0,Polygon,Station Selbeck,DE,380000;110000,Amprion;Westnetz,,
Welper,7.195979372179299,51.41157533277374,DE,Amprion GmbH,156973363.0,Polygon,Station Welper,DE,220000,RWE,,
Ibbenbueren,7.725695780282513,52.27718649503957,DE,Amprion GmbH,29472852.0,Polygon,Station Ibbenbüren,DE,380000;220000;110000,Amprion;Westnetz,,
Rheinau,8.547160873968341,49.44053973019529,DE,Amprion GmbH,152973139.0,Polygon,Station Rheinau,DE,380000;110000,Net,,
Y-Ohligs,7.0039303,51.1767074,DE,Amprion GmbH,1014838222.0,Point,,DE,380000,,,Y-junction at 0.33 km from the station
Waldlaubersheim,7.815993836091341,49.922111026372,DE,Amprion GmbH,198448981.0,Polygon,Umspannwerk Waldlaubersheim,DE,380000;110000,RWE,,
Hamborn,6.787529932227487,51.50554942659941,DE,Amprion GmbH,37554416.0,Polygon,Station Hamborn,DE,220000;110000,Amprion,,
Norf,6.772521017747309,51.14710319021341,DE,Amprion GmbH,31762305.0,Polygon,Station Norf,DE,220000;110000,,,
Doerpen West,7.256613692332295,52.98098768069109,DE,Amprion GmbH,142487746.0,Polygon,Dörpen West,DE,380000;320000,TenneT Offshore GmbH,,
St Peter,6.801901926183832,51.124931543129016,DE,Amprion GmbH,49577401.0,Polygon,Station Sankt Peter 220 kV,DE,220000;110000,RWE,,Multiple matches
Y-Bollenacker,6.9271776,50.8381764,DE,Amprion GmbH,5865785815.0,Point,,DE,220000,,,Y-junction at 2.8 km from the station
Otterbach,7.72902753046329,49.482752693260935,DE,Amprion GmbH,152107815.0,Polygon,Otterbach,DE,380000;110000,Amprion,,
St Barbara,7.240374772306893,49.35764976438098,DE,Amprion GmbH,89352550.0,Polygon,Schaltanlage St. Barbara,DE,380000;220000;110000;65000,Amprion / STEAG,,
Lambsheim,8.2949592713512,49.524427542588,DE,Amprion GmbH,600395952.0,Polygon,Umspannanlage Lambsheim,DE,380000,Amprion,,
Oechtel,7.278589348573893,52.31942225509948,DE,Amprion GmbH,796306640.0,Polygon,Öchtel,DE,380000,Amprion,,
Osterath,6.625829004351707,51.26061129810617,DE,Amprion GmbH,24799890.0,Polygon,Station Osterath,DE,220000;110000,RWE,,Duplicated OSM name: 24799890 77179271 
Y-Guetersloh,7.9939591707,51.8230954503,DE,Amprion GmbH,42560068.0,Polygon,Station Enniger,DE,380000;110000,Amprion,,Y-junction at 29.55 km from the station
Stockem,7.095822741107249,50.82688896167827,DE,Amprion GmbH,22796434.0,Polygon,Station Stockem,DE,220000;110000,Westnetz,,
Y-Schwelgern,6.7306271,51.5199485,DE,Amprion GmbH,418971276.0,Point,,DE,220000,,,Y-junction at 1.83 km from the station
Emscherbruch,7.172010930846211,51.55492198489489,DE,Amprion GmbH,1076001174.0,Polygon,Emscherbruch,DE,380000,,,
Gelsenberg,7.037017961097424,51.54073746867608,DE,Amprion GmbH,25051880.0,Polygon,Station Gelsenberg,DE,220000;110000,RWE;ELE,,
Lippborg,7.981178230030649,51.67354765775204,DE,Amprion GmbH,42488855.0,Polygon,Station Lippborg,DE,380000;110000,Amprion,,
Duelken,6.329986497836554,51.24293354119612,DE,Amprion GmbH,24815262.0,Polygon,Station Dülken,DE,380000;220000;110000,RWE,,
Y-Bidngen,10.70273280786236,47.82646053982021,DE,Amprion GmbH,77038371.0,Polygon,Umspannwerk Bidingen,DE,380000;110000,LEW,,
Knapsack,6.842650702727965,50.86353852296168,DE,Amprion GmbH,22765517.0,Polygon,Station Knapsack,DE,380000;110000,Amprion,,
Rath,6.808906286063222,51.268607634797256,DE,Amprion GmbH,25044557.0,Polygon,Station Rath,DE,380000,,,
Opladen,6.965533742474572,51.069936019280185,DE,Amprion GmbH,22761839.0,Polygon,Station Opladen,DE,380000;220000;110000,RWE,,
Muendelheim,6.723767180276229,51.35565439330559,DE,Amprion GmbH,91854336.0,Polygon,Station Mündelheim,DE,220000;110000,RWE,,
Y-Oechtel,7.2835698,52.3191289,DE,Amprion GmbH,7447294395.0,Point,,DE,380000,,,Y-junction at 0.29 km from the station
Oberbachern,11.370408790512055,48.291489873770296,DE,Amprion GmbH,18629425.0,Polygon,Umspannwerk Oberbachern,DE,380000;220000;110000,TenneT TSO GmbH;E.ON Netz GmbH,,
Saarwellingen,6.765974644480794,49.360090799233845,DE,Amprion GmbH,89215122.0,Polygon,Station Saarwellingen,DE,220000;110000,Amprion,,
Arpe,8.21170543856652,51.17798501975116,DE,Amprion GmbH,42799487.0,Polygon,Station Arpe,DE,380000;110000,Amprion,,
Quint,6.702285455777391,49.8289944442738,DE,Amprion GmbH,151967291.0,Polygon,Station Quint,DE,220000;110000,Amprion; Westnetz,,
Paffendorf,6.59601985227536,50.95252746961237,DE,Amprion GmbH,26927264.0,Polygon,Station Paffendorf,DE,380000;110000,Amprion,,
Bochum,7.179373510071175,51.47220069130162,DE,Amprion GmbH,68549340.0,Polygon,Station Bochum,DE,220000;110000,Amprion GmbH,,
Datteln,7.338924011796645,51.63214368920299,DE,Amprion GmbH,275138524.0,Polygon,Schaltanlage Datteln 4,DE,380000,Uniper Kraftwerke GmbH,,
Walsum,6.71519747219922,51.52680805339456,DE,Amprion GmbH,24478889.0,Polygon,Station Walsum,DE,220000;110000,Amprion,,Multiple matches
Y-Karnap,6.9914807,51.5188434,DE,Amprion GmbH,273067278.0,Point,,DE,380000,,,Y-junction at 0.89 km from the station
Y-Kruckel,7.2788564228,51.472235755,DE,Amprion GmbH,66038431.0,Polygon,Station Laer,DE,220000,,,Y-junction at 12 km from the station
Mittelbexbach,7.235793498089124,49.36939238956684,DE,Amprion GmbH,152018146.0,Polygon,Mittelbexbach,DE,380000,Amprion,,
Geithe,7.930744755137689,51.67297521330393,DE,Amprion GmbH,112695048.0,Polygon,Geithe,DE,380000,Trianel,,
Y-Niederlangen,7.1915374,52.872393,DE,Amprion GmbH,375714534.0,Point,,DE,380000,,,Y-junction at 0.22 km from the station
Weissenthurm,7.449489147076854,50.40253032636379,DE,Amprion GmbH,395847307.0,Polygon,Station Weißenthurm,DE,380000;220000;110000,Amprion,,
Uchtelfangen,6.9964592026998345,49.37540332206032,DE,Amprion GmbH,54359256.0,Polygon,Umspannwerk Uchtelfangen,DE,380000;220000;110000,Amprion,,
Gohrpunkt,6.709755946799794,51.0909324720002,DE,Amprion GmbH,27919734.0,Polygon,Station Gohrpunkt,DE,220000;110000,Amprion,,
Bacharach,7.69254193516545,50.02621584530226,DE,Amprion GmbH,373967500.0,Polygon,Bacharach,DE,380000;110000,Amprion;Westnetz,,
Ensdorf,6.773207879811451,49.29107421435737,DE,Amprion GmbH,82773910.0,Polygon,Umspannanlage Ensdorf,DE,380000;220000;110000,,,
Kruckel,7.417046808647488,51.457221831935925,DE,Amprion GmbH,22964137.0,Polygon,Station Kruckel,DE,380000;220000;110000,Amprion;Westnetz,,
Twistetal,8.992792447752922,51.34300940581565,DE,Amprion GmbH,41232144.0,Polygon,Umspannwerk Twistetal,DE,380000;110000,TenneT,,
Gersteinwerk,7.709038739054832,51.67646671921392,DE,Amprion GmbH,42507488.0,Polygon,Station Gersteinwerk,DE,220000,Amprion,,Duplicated OSM name: 42507488 952594482 
Gellep,6.674733402325029,51.32487098204065,DE,Amprion GmbH,1040551074.0,Polygon,Station Gellep,DE,220000:110000,Amprion,,
Bixterheide,7.72438409084356,51.40933415630259,DE,Amprion GmbH,51940126.0,Polygon,Umspannwerk Bixterheide,DE,220000;110000,Amprion,,
Bocklemuend,6.85169033318653,50.9841469456153,DE,Amprion GmbH,22690852.0,Polygon,Umspannwerk Bocklemünd,DE,220000;110000,,,
Y-Stockem,7.095822741107249,50.82688896167827,DE,Amprion GmbH,22796434.0,Polygon,Station Stockem,DE,220000;110000,Westnetz,,
Maximiliansau,8.273277878035186,49.029394665112015,DE,Amprion GmbH,276249131.0,Polygon,Umspannwerk Maximiliansau,DE,220000;110000,Pfalzwerke AG;Amprion GmbH,,
Y-Lippborg,7.9823489,51.6771796,DE,Amprion GmbH,530640687.0,Point,,DE,380000,,,Y-junction at 0.22 km from the station
Bollenacker,6.96331955926714,50.83375047640423,DE,Amprion GmbH,32148946.0,Polygon,Station Bollenacker,DE,220000;110000,RWE,,
Weingarten,8.30845542037611,49.257104894156136,DE,Amprion GmbH,259561755.0,Polygon,Weingarten,DE,380000,,,
Oberottmarshausen,10.840648243415412,48.2379589835369,DE,Amprion GmbH,30613895.0,Polygon,Umspannwerk Oberottmarshausen,DE,380000;110000,Lech-Elektrizitätswerke,,
Fuehlingen,6.934919927330495,51.03353846047813,DE,Amprion GmbH,22761692.0,Polygon,UW Fühlingen,DE,220000;110000,RheinEnergie,,
Y-Rommerskirchen,6.702194784514007,51.008859862237074,DE,Amprion GmbH,24839976.0,Polygon,Umspannwerk Rommerskirchen,DE,380000;220000,Amprion,,
Bauler,6.211020349982439,49.95862578002848,DE,Amprion GmbH,89176939.0,Polygon,SA Bauler,DE,220000,Amprion,,
Mengede,7.353019672408108,51.57582114241916,DE,Amprion GmbH,32472806.0,Polygon,Station Mengede,DE,380000,RWE,,
Wambel,7.522337661750718,51.53217387708714,DE,Amprion GmbH,24414688.0,Polygon,Station Wambel,DE,220000;110000,Amprion,,
Großkrotzenburg,8.958708591309529,50.08260779176962,DE,Amprion GmbH,42410916.0,Polygon,Großkrotzenburg,DE,380000;220000,TenneT TSO GmbH,,
Luestringen,8.104639054942622,52.26510433428034,DE,Amprion GmbH,37764852.0,Polygon,Lüstringen,DE,380000;220000;110000,Amprion;Westnetz,,
Buerstadt,8.419373160819045,49.63371907557318,DE,Amprion GmbH,149987048.0,Polygon,Station Bürstadt,DE,380000;220000,Amprion,,
Y-Herbertingen,9.2182231,48.5324241,DE,Amprion GmbH,346125661.0,Point,,DE,380000,,,Y-junction at 61 km from the station
Unna,7.718627265569924,51.53420752461557,DE,Amprion GmbH,42809973.0,Polygon,Station Unna,DE,380000;110000,Amprion,,
Y-Bixterheide,7.6025921,51.3453578,DE,Amprion GmbH,1474044186.0,Point,,DE,220000,,,Y-junction at 12.16 km from the station
Y-Hanekenfaehr,7.0116004228,52.177639138,DE,Amprion GmbH,979801144.0,Polygon,Kottigerhook 380 kV,DE,380000;110000,Amprion,,Y-junction at 50.14 km from the station
Daxlanden,8.31334022540613,49.009043472661205,DE,Amprion GmbH,152261133.0,Polygon,Karlsruhe-Daxlanden,DE,380000;220000;110000,EnBW,,
Bischofsheim,8.389618629206364,49.98247934596153,DE,Amprion GmbH,24685992.0,Polygon,Umspannstation Bischofsheim,DE,380000;110000,RWE;Kraftwerke Mainz-Wiesbaden,,
Pfalzdorf,6.221831906937449,51.69464227886537,DE,Amprion GmbH,23084417.0,Polygon,Station Pfalzdorf,DE,220000;110000,Amprion;Westnetz,,
Pfungstadt,8.58859642519341,49.81563371573584,DE,Amprion GmbH,147521567.0,Polygon,Umspannanlage Pfungstadt,DE,380000;220000;110000,RWE,,
Y-Werben,9.716747434673405,47.432668226082455,DE,Amprion GmbH,83529203.0,Polygon,Umspannwerk Werben - Dornbirn,AT,220000;110000,Vorarlberger Energienetze GmbH,,"Manually corrected. In AT, but also in DE"
Roxel,7.545853774547591,51.97033431573374,DE,Amprion GmbH,25506770.0,Polygon,Station Roxel,DE,380000;110000,Amprion,,
Y-Setzer Wiese,7.9695049,50.9541103,DE,Amprion GmbH,384862833.0,Point,,DE,220000,,,Y-junction at 5.83 km from the station
Oberzier,6.457675308330988,50.87144641140626,DE,Amprion GmbH,26593929.0,Polygon,Station Oberzier,DE,380000;110000,Amprion,,
FWH-S,8.53721907572291,50.07808506811361,DE,Amprion GmbH,23641079.0,Polygon,Farbwerke Höchst Süd (FWH-S),DE,220000;110000,Amprion,,
Y-Elmenhorst,7.3437134,51.613105,DE,Amprion GmbH,319868746.0,Point,,DE,220000,,,Y-junction at 10.4 km from the station
Schwelgern,6.745416847247611,51.49864194544397,DE,Amprion GmbH,35833592.0,Polygon,Umspannwerk Schwelgern,DE,220000,,,Multiple matches
Enniger,7.993959170676223,51.82309545032874,DE,Amprion GmbH,42560068.0,Polygon,Station Enniger,DE,380000;110000,Amprion,,
Uerdingen,6.656735259258961,51.379523661073016,DE,Amprion GmbH,24479984.0,Polygon,Uerdingen,DE,220000;110000,RWE,,
Asslar,8.480095474525806,50.59092925418302,DE,Amprion GmbH,24536211.0,Polygon,Umspannwerk Aßlar,DE,380000;110000,"TenneT, E.ON Mitte AG",,
Altenkleusheim,7.9379720662568145,51.0106420923202,DE,Amprion GmbH,132814303.0,Polygon,Umspannwerk Altenkleusheim,DE,220000;110000,Amprion;Westnetz,,
Spellen,6.614278589351333,51.61867882622465,DE,Amprion GmbH,24462317.0,Polygon,Spellen,DE,220000;110000,Amprion,,
Meckenheim,7.012850436235807,50.61770844908999,DE,Amprion GmbH,42423415.0,Polygon,Meckenheim,DE,380000;110000,Westnetz,,
